stem	words	count	pos	definitions
explain	{'explain'}	26	{'VERB'}	[{'word': 'explain', 'definition': 'make plain and comprehensible', 'sentence': 'Melanie Mitchell (2019, p. 127) observes that …\n\nHumans can’t always explain their thought processes either, and you generally can’t look “under the hood” into other people’s brains (or into their “gut feelings”) to figure out how they came to any particular decision.'}, {'word': 'explain', 'definition': 'make plain and comprehensible', 'sentence': 'A second variety of opacity, visible in Mitchell’s comment quoted above, relates not just to the difficulty of the non specialist in apprehending and understanding the reasoning of an expert, but also points to the fact that it is sometimes very difficult (if not downright impossible) for an expert to explain the reasoning they have followed to reach their conclusion.'}, {'word': 'explain', 'definition': 'make plain and comprehensible', 'sentence': 'It is perfectly conceivable that an expert might not know, on a particular occasion, how to justify their judgement, or that they might not be able, on a particular occasion, to explain their action.'}, {'word': 'explain', 'definition': 'make plain and comprehensible', 'sentence': 'How, then, can we explain this inability to give reasons for one’s actions?'}, {'word': 'explain', 'definition': 'make plain and comprehensible', 'sentence': 'The authors explain that a system is reflectively transparent when ‘we can see into the inner workings of the computational system, in which case we understand why it does what it does’ (p. 5).'}]
way	{'way'}	26	{'NOUN'}	[{'word': 'way', 'definition': 'how something is done or how it happens', 'sentence': 'In other words, by using a specific artefact, one expects it to behave or function in a certain way (namely in the way that was intended at the time of its design) and thus to enable one to do certain things (those for which it was precisely designed).'}, {'word': 'way', 'definition': 'how something is done or how it happens', 'sentence': 'In other words, by using a specific artefact, one expects it to behave or function in a certain way (namely in the way that was intended at the time of its design) and thus to enable one to do certain things (those for which it was precisely designed).'}, {'word': 'way', 'definition': 'how something is done or how it happens', 'sentence': 'In relation to artefacts or machines, the positive expectation of the user therefore reflects a form of epistemic deference towards the agents who created the artefacts: someone using a GPS device to find their way around an unfamiliar city does not need to know how the device works in order to rely on it.'}, {'word': 'way', 'definition': 'how something is done or how it happens', 'sentence': 'As Richard Holton (1994, p. 67) explains it, the normative account of trust implies that ‘[w]hen you trust someone to do some thing, you rely on them to do it, and you regard that reliance in a certain way: you have a readiness to feel betrayal should it be disappointed, and gratitude should it be upheld’.'}, {'word': 'way', 'definition': 'how something is done or how it happens', 'sentence': 'One can only trust things that have wills (…)\n\nSeveral authors now consider that trust in the latest AI systems (based on deep learning) – although it can no longer be thought of solely in terms of reliance and needs to be reconceptualised – should not be approached in the same way as one approaches interpersonal trust, i.e. trust between human agents (Ryan, 2020; Alvarado, 2022).'}]
consid	{'considered'}	25	{'VERB'}	[{'word': 'considered', 'definition': 'deem to be', 'sentence': 'Walker et al., 2023) – the latter being liable to lead the considered technology to be described as ‘oppressive’ (Huebner & Liao, 2021).'}, {'word': 'considered', 'definition': 'deem to be', 'sentence': 'According to these views, the AI system would then be considered a bona fide new expert, no longer human but artificial in nature (Grote & Berens, 2020).'}, {'word': 'considered', 'definition': 'deem to be', 'sentence': '2.2 Trust and trustworthiness\n\nAs regards the second aspect of trust – i.e. trust as a recognition of the trustworthiness of another agent – the matter is to some extent analogous to that of mere reliance, but it is also frequently considered to be a much more demanding characteristic (and one that it is not obvious that a machine can possess).'}, {'word': 'considered', 'definition': 'deem to be', 'sentence': 'Trustworthiness is considered to be much more meaningful than mere reliability, and being trustworthy would require the recipient of trust to possess particular moral characteristics.'}, {'word': 'considered', 'definition': 'deem to be', 'sentence': 'Other examples generally considered are those of artistic and medical expertise.'}]
hand	{'hand'}	25	{'NOUN'}	[{'word': 'hand', 'definition': 'the (prehensile) extremity of the superior limb', 'sentence': 'Uncertainty on the one hand, because trusting implies not knowing for sure that the trusted agent will as a matter of fact be trustworthy.'}, {'word': 'hand', 'definition': 'the (prehensile) extremity of the superior limb', 'sentence': 'And a positive expectation on the other hand, as trusting another agent suggests that one does think that said agent is, as a matter of fact, reliable or trustworthy.'}, {'word': 'hand', 'definition': 'the (prehensile) extremity of the superior limb', 'sentence': 'On the other hand, the trustor – as Karen Jones explains in her well-known paper (1996, p. 4) – would demonstrate ‘an attitude of optimism about [the trustee’s] goodwill and […] have the confident expectation that, when the need arises, the one trusted will be directly and favorably moved by the thought that [one is] counting on her’.'}, {'word': 'hand', 'definition': 'the (prehensile) extremity of the superior limb', 'sentence': 'How is this first remark about the role of epistemic institutions in the recognition of expertise relevant to the topic at hand?'}, {'word': 'hand', 'definition': 'the (prehensile) extremity of the superior limb', 'sentence': 'On the one hand, the title of ‘expert’ is eminently social insofar as it acts as a ‘badge’ (Martin, 1973, p. 159 – cited by Watson, 2021, p. 140) conferred on an individual – a badge which, moreover, enables them to simultaneously be endowed with another qualification: that of ‘credibility’ (Fricker, 1998; Rolin, 2002; Whyte & Crease, 2010).'}]
person	{'person'}	25	{'NOUN'}	[{'word': 'person', 'definition': 'a human being', 'sentence': 'In other words, it is conceivable (and in fact rather common) for one to trust someone who is not actually trustworthy, and conversely not to trust a person who is, as a matter of fact, trustworthy.'}, {'word': 'person', 'definition': 'a human being', 'sentence': 'If a person repeatedly proves to be a reliable source of knowledge in a field, then the non specialist seems a priori justified in defer ring to their judgement – and this conception of expertise is then said to be ‘reliabilist’ (Sosa, 1991, 2017; Zagzebski, 1996).'}, {'word': 'person', 'definition': 'a human being', 'sentence': 'In addition to an individual’s consistency in reaching the truth and producing knowledge, other characteristics or qualities are in fact frequently put forward and presented as potentially influencing positively or negatively the trust that people are prepared to place in the person they designate as an expert.'}, {'word': 'person', 'definition': 'a human being', 'sentence': 'Thus, a person who makes correct judgements using a ‘Chinese room’ type of method or contraption cannot be considered an expert on the subject on which they are expressing an opinion (and giving correct answers).'}, {'word': 'person', 'definition': 'a human being', 'sentence': 'It is obviously quite common to distinguish between the person who speaks about some thing they understand, and the person who merely behaves like a parrot (Locke, 1690; Wittgenstein, 1967a), and the criticism is itself regularly advanced in the context of assessing the capabilities of AI systems (e.g., Bender et al., 2021; Boisseau, 2024a).'}]
use	{'used', 'use'}	24	{'NOUN', 'VERB'}	[{'word': 'use', 'definition': 'put into service; make work or employ for a particular purpose or for its inherent or natural purpose', 'sentence': 'An overview of some of the major questions surrounding expertise further reveals the extent to which this notion of deference hinges on more general relationships of ‘epistemic dependence’, to use John Hardwig’s (1985) expression.'}, {'word': 'used', 'definition': 'put into service; make work or employ for a particular purpose or for its inherent or natural purpose', 'sentence': 'Used in an ever-increasing number of contexts and based on deep (or multilayer) artificial neural net works (DNNs), the programs we are ref erring to are so-called ‘learning’ programs, based on the method known as ‘deep learning’.'}, {'word': 'used', 'definition': 'put into service; make work or employ for a particular purpose or for its inherent or natural purpose', 'sentence': 'Systems involving deep learning are widely used (to mention only some of the cases most frequently dis cussed in the literature) in the context of medical diagnosis and imaging (Lee et al., 2017; Grote & Berens, 2020; Bjerring & Busch, 2020), pol icing – within what is sometimes referred to as ‘predictive pol icing’ – (Asaro, 2019; Walsh, 2022), banking, finance and insurance (Narang et al., 2024; Pingili, 2024).'}, {'word': 'use', 'definition': 'put into service; make work or employ for a particular purpose or for its inherent or natural purpose', 'sentence': 'The second one is presented as a form of ‘technical illiteracy’ or ‘technical opacity’ – to use two labels that have been given to it in the literature, respectively by Grote and Berens (2020) and Kaminski (2018).'}, {'word': 'use', 'definition': 'put into service; make work or employ for a particular purpose or for its inherent or natural purpose', 'sentence': 'The use of such ‘opaque’ systems naturally poses a number of ethical problems, including embarrassing cases of ‘responsibility gaps’ (Coeckelbergh, 2020; Da Silva, 2024) and algorithmic biases (Walsh, 2022;'}]
certain	{'certain'}	24	{'ADJ'}	[{'word': 'certain', 'definition': 'definite but not specified or identified', 'sentence': 'This rational reliance on the expert to gain knowledge is nevertheless associated with a certain sort of (more or less) voluntary blindness from the one seeking knowledge.'}, {'word': 'certain', 'definition': 'definite but not specified or identified', 'sentence': 'These programs are proving to be extremely versatile: depending on the data they are ‘trained’ on, they can carry out tasks (hitherto exclusively reserved to human experts) with a certain degree of autonomy and in a generally highly satisfactory manner.'}, {'word': 'certain', 'definition': 'definite but not specified or identified', 'sentence': 'Burrell’s three forms of opacity overlap to a certain extent with four varieties which we shall consider below.'}, {'word': 'certain', 'definition': 'definite but not specified or identified', 'sentence': 'In other words, by using a specific artefact, one expects it to behave or function in a certain way (namely in the way that was intended at the time of its design) and thus to enable one to do certain things (those for which it was precisely designed).'}, {'word': 'certain', 'definition': 'definite but not specified or identified', 'sentence': 'In other words, by using a specific artefact, one expects it to behave or function in a certain way (namely in the way that was intended at the time of its design) and thus to enable one to do certain things (those for which it was precisely designed).'}]
base	{'based'}	23	{'VERB'}	[{'word': 'based', 'definition': 'use as a basis for; found on', 'sentence': 'Used in an ever-increasing number of contexts and based on deep (or multilayer) artificial neural net works (DNNs), the programs we are ref erring to are so-called ‘learning’ programs, based on the method known as ‘deep learning’.'}, {'word': 'based', 'definition': 'use as a basis for; found on', 'sentence': 'Used in an ever-increasing number of contexts and based on deep (or multilayer) artificial neural net works (DNNs), the programs we are ref erring to are so-called ‘learning’ programs, based on the method known as ‘deep learning’.'}, {'word': 'based', 'definition': 'use as a basis for; found on', 'sentence': '1–2) distinguishes three main forms of opacity for nonexperts, with regard to the functioning of machine learning-based AI systems.'}, {'word': 'based', 'definition': 'use as a basis for; found on', 'sentence': 'The rationale would be that the epistemic dependence to which we are subject in relation to deep learning-based systems would itself be similar or analogous to that which we experience in relatively ordinary situations of lay deference to the expert (Zerilli et al. 2019, London, 2019).'}, {'word': 'based', 'definition': 'use as a basis for; found on', 'sentence': 'We shall see that this conceptualisation is based on the much dis cussed but ambiguous notion of opacity (which in fact crystallises many debates surrounding artificial decision-making systems).'}]
describ	{'described'}	23	{'VERB'}	[{'word': 'described', 'definition': 'give a description of', 'sentence': 'Walker et al., 2023) – the latter being liable to lead the considered technology to be described as ‘oppressive’ (Huebner & Liao, 2021).'}, {'word': 'described', 'definition': 'give a description of', 'sentence': 'This form of opacity is reflected in the form of ‘cognitive processes underlying human choices’, which thus differ from the previously mentioned opacity of judgement linked to the non explicit nature of the method followed by an expert (the relational opacity of the expert), and rather designates the presence in decision-making of what are often described as ‘implicit biases’ or ‘unconscious biases’ (Greenwald & Banaji, 1995)11.'}, {'word': 'described', 'definition': 'give a description of', 'sentence': 'Jamie Watson (2018, p. 41) thus distinguishes two dimensions of expertise: (1) the ‘objective’ dimension, also described as ‘truth-linked’, which refers to an individual’s (personal) status as an expert, whether or not publicly recognised, and (2) the ‘social’ dimension of expertise, which refers to the institutional recognition of the individual’s expertise (see also Majdik & Keith, 2011).'}, {'word': 'described', 'definition': 'give a description of', 'sentence': 'A veritistic conception of expertise\n\nA first point to note concerning our conception of expertise and the possibility of its attribution to an artificial system is that we frequently consider it from an approach that can easily be described, following Alvin Goldman (1991, 2001, 2018) as ‘veritistic’ or ‘truth-linked’.'}, {'word': 'described', 'definition': 'give a description of', 'sentence': 'Indeed, some thing that still today regularly stands out in the literature on expertise (and that is still of importance when it comes to discus sing the expertise of AI systems) is the insistence, in some of the definitions, on the relationship between the agent described as an ‘expert’ and – on the one hand – some knowledge they have acquired in a domain (sometimes simply and notoriously characterised, since Plato’s Theaetetus, as a set of ‘true and justified beliefs’ – Goldman, 2001;'}]
matter	{'matter'}	22	{'NOUN'}	[{'word': 'matter', 'definition': 'a vaguely specified concern', 'sentence': 'I will temper the extent to which human expertise is opaque, and suggest a number of criteria for being deemed ‘expert’ on a subject matter – which, as we shall see, AI systems logically cannot satisfy.'}, {'word': 'matter', 'definition': 'a vaguely specified concern', 'sentence': 'Uncertainty on the one hand, because trusting implies not knowing for sure that the trusted agent will as a matter of fact be trustworthy.'}, {'word': 'matter', 'definition': 'a vaguely specified concern', 'sentence': 'And a positive expectation on the other hand, as trusting another agent suggests that one does think that said agent is, as a matter of fact, reliable or trustworthy.'}, {'word': 'matter', 'definition': 'a vaguely specified concern', 'sentence': '2.2 Trust and trustworthiness\n\nAs regards the second aspect of trust – i.e. trust as a recognition of the trustworthiness of another agent – the matter is to some extent analogous to that of mere reliance, but it is also frequently considered to be a much more demanding characteristic (and one that it is not obvious that a machine can possess).'}, {'word': 'matter', 'definition': 'a vaguely specified concern', 'sentence': 'In other words, it is conceivable (and in fact rather common) for one to trust someone who is not actually trustworthy, and conversely not to trust a person who is, as a matter of fact, trustworthy.'}]
insofar	{'insofar'}	22	{'ADV'}	[{'word': 'insofar', 'definition': 'to the degree or extent that', 'sentence': 'Opaque systems are furthermore frequently referred to in the literature as epistemic ‘black boxes’ (London, 2019; Creel, 2020), insofar as it is virtually impossible to verify or obtain any kind of explanation or justification concerning the production of a particular output.'}, {'word': 'insofar', 'definition': 'to the degree or extent that', 'sentence': 'Trust is therefore sometimes referred to as a type of ‘affective attitude’ (Jones, 1996; see also Baier, 1994) insofar as the trustee would be motivated by a form of goodwill towards the trustor: they would not want to disappoint or let them down.'}, {'word': 'insofar', 'definition': 'to the degree or extent that', 'sentence': 'The difficult ‘reading’ or ‘interpretation’ of opaque neural processes is thus presented as not being the end of the story, insofar as we have nevertheless managed to find ‘factors other than neurocomputational implementation in answering that “why” question’ (Cappelen & Dever, 2021 p. 19) about the explanation of our actions and decisions.'}, {'word': 'insofar', 'definition': 'to the degree or extent that', 'sentence': 'The fourth variety of opacity that I want to consider here is quite singular insofar as it does not exclusively concern individuals who defer to a decision-making epistemic agent (lay people or nonexperts, in other words).'}, {'word': 'insofar', 'definition': 'to the degree or extent that', 'sentence': 'The opacity linked to the unconscious biases of epistemic agents (in general) is sometimes presented as analogous to the opacity of the decisions of AI systems insofar as the latter have to deal with the famous problem of biases that are no longer cognitive or epistemic but algorithmic.'}]
relat	{'relation'}	22	{'NOUN'}	[{'word': 'relation', 'definition': 'an abstraction belonging to or characteristic of two entities or parts together', 'sentence': 'The rationale would be that the epistemic dependence to which we are subject in relation to deep learning-based systems would itself be similar or analogous to that which we experience in relatively ordinary situations of lay deference to the expert (Zerilli et al. 2019, London, 2019).'}, {'word': 'relation', 'definition': 'an abstraction belonging to or characteristic of two entities or parts together', 'sentence': 'We can read, e.g. in Danks (2019, p. 521), that ‘at a high level, we often understand trust as a relation in which the trustor makes oneself vulnerable based on positive expectations about the behavior or intentions of the trustee’ (see also Alvarado, 2022).'}, {'word': 'relation', 'definition': 'an abstraction belonging to or characteristic of two entities or parts together', 'sentence': 'In relation to artefacts or machines, the positive expectation of the user therefore reflects a form of epistemic deference towards the agents who created the artefacts: someone using a GPS device to find their way around an unfamiliar city does not need to know how the device works in order to rely on it.'}, {'word': 'relation', 'definition': 'an abstraction belonging to or characteristic of two entities or parts together', 'sentence': 'She writes that …\n\nour relation to some opaque AI technology may be sufficiently similar to the ordinary layperson’s relation to the specialized expert such that analyzing the successful expert/layperson epistemic relation may provide us with a blueprint for how to best utilize opaque AI, both practically and ethically.'}, {'word': 'relation', 'definition': 'an abstraction belonging to or characteristic of two entities or parts together', 'sentence': 'She writes that …\n\nour relation to some opaque AI technology may be sufficiently similar to the ordinary layperson’s relation to the specialized expert such that analyzing the successful expert/layperson epistemic relation may provide us with a blueprint for how to best utilize opaque AI, both practically and ethically.'}]
trustworthi	{'trustworthiness'}	21	{'NOUN'}	[{'word': 'trustworthiness', 'definition': 'the trait of deserving trust and confidence', 'sentence': 'Recently, a more debatable aspect to come forth in the context of trust in artefacts is that of the ‘trustworthiness’ of a given artificial system.'}, {'word': 'trustworthiness', 'definition': 'the trait of deserving trust and confidence', 'sentence': '2.2 Trust and trustworthiness\n\nAs regards the second aspect of trust – i.e. trust as a recognition of the trustworthiness of another agent – the matter is to some extent analogous to that of mere reliance, but it is also frequently considered to be a much more demanding characteristic (and one that it is not obvious that a machine can possess).'}, {'word': 'trustworthiness', 'definition': 'the trait of deserving trust and confidence', 'sentence': '2.2 Trust and trustworthiness\n\nAs regards the second aspect of trust – i.e. trust as a recognition of the trustworthiness of another agent – the matter is to some extent analogous to that of mere reliance, but it is also frequently considered to be a much more demanding characteristic (and one that it is not obvious that a machine can possess).'}, {'word': 'trustworthiness', 'definition': 'the trait of deserving trust and confidence', 'sentence': 'A commonplace observation regarding trustworthiness is, of course, that there may be a discrepancy between an agent’s decision to trust another and the latter’s actual trustworthiness.'}, {'word': 'trustworthiness', 'definition': 'the trait of deserving trust and confidence', 'sentence': 'A commonplace observation regarding trustworthiness is, of course, that there may be a discrepancy between an agent’s decision to trust another and the latter’s actual trustworthiness.'}]
